"flight_id","flight_no","scheduled_departure","scheduled_arrival","departure_airport","arrival_airport","status","aircraft_code","actual_departure","actual_arrival"
173,"PG0402","2017-08-01 09:25:00+00","2017-08-01 10:20:00+00","DME","LED","Arrived","321","2017-08-01 09:28:00+00","2017-08-01 10:22:00+00"
174,"PG0403","2017-08-01 08:25:00+00","2017-08-01 09:20:00+00","DME","LED","Arrived","321","2017-08-01 08:32:00+00","2017-08-01 09:28:00+00"
175,"PG0404","2017-08-01 16:05:00+00","2017-08-01 17:00:00+00","DME","LED","Arrived","321","2017-08-01 16:08:00+00","2017-08-01 17:04:00+00"
176,"PG0405","2017-08-01 06:35:00+00","2017-08-01 07:30:00+00","DME","LED","Arrived","321","2017-08-01 06:39:00+00","2017-08-01 07:33:00+00"
177,"PG0403","2017-09-11 08:25:00+00","2017-09-11 09:20:00+00","DME","LED","Scheduled","321",NULL,NULL
178,"PG0404","2017-09-11 16:05:00+00","2017-09-11 17:00:00+00","DME","LED","Scheduled","321",NULL,NULL
179,"PG0405","2017-09-11 06:35:00+00","2017-09-11 07:30:00+00","DME","LED","Scheduled","321",NULL,NULL
180,"PG0403","2017-07-27 08:25:00+00","2017-07-27 09:20:00+00","DME","LED","Arrived","321","2017-07-27 08:27:00+00","2017-07-27 09:22:00+00"
181,"PG0404","2017-07-27 16:05:00+00","2017-07-27 17:00:00+00","DME","LED","Arrived","321","2017-07-27 16:07:00+00","2017-07-27 17:02:00+00"
182,"PG0405","2017-07-22 06:35:00+00","2017-07-22 07:30:00+00","DME","LED","Arrived","321","2017-07-22 06:39:00+00","2017-07-22 07:34:00+00"
183,"PG0405","2017-07-27 06:35:00+00","2017-07-27 07:30:00+00","DME","LED","Arrived","321","2017-07-27 06:37:00+00","2017-07-27 07:33:00+00"
184,"PG0404","2017-07-22 16:05:00+00","2017-07-22 17:00:00+00","DME","LED","Arrived","321","2017-07-22 16:06:00+00","2017-07-22 17:01:00+00"
185,"PG0403","2017-07-22 08:25:00+00","2017-07-22 09:20:00+00","DME","LED","Arrived","321","2017-07-22 08:30:00+00","2017-07-22 09:26:00+00"
186,"PG0402","2017-07-22 09:25:00+00","2017-07-22 10:20:00+00","DME","LED","Arrived","321","2017-07-22 09:28:00+00","2017-07-22 10:24:00+00"
187,"PG0402","2017-08-22 09:25:00+00","2017-08-22 10:20:00+00","DME","LED","Scheduled","321",NULL,NULL
188,"PG0403","2017-08-22 08:25:00+00","2017-08-22 09:20:00+00","DME","LED","Scheduled","321",NULL,NULL
189,"PG0404","2017-08-22 16:05:00+00","2017-08-22 17:00:00+00","DME","LED","Scheduled","321",NULL,NULL
190,"PG0405","2017-08-22 06:35:00+00","2017-08-22 07:30:00+00","DME","LED","Scheduled","321",NULL,NULL
191,"PG0402","2017-08-02 09:25:00+00","2017-08-02 10:20:00+00","DME","LED","Arrived","321","2017-08-02 12:42:00+00","2017-08-02 13:37:00+00"
192,"PG0403","2017-08-02 08:25:00+00","2017-08-02 09:20:00+00","DME","LED","Arrived","321","2017-08-02 08:27:00+00","2017-08-02 09:22:00+00"
193,"PG0404","2017-08-02 16:05:00+00","2017-08-02 17:00:00+00","DME","LED","Arrived","321","2017-08-02 18:59:00+00","2017-08-02 19:53:00+00"
194,"PG0405","2017-08-02 06:35:00+00","2017-08-02 07:30:00+00","DME","LED","Arrived","321","2017-08-02 06:38:00+00","2017-08-02 07:34:00+00"
195,"PG0402","2017-08-25 09:25:00+00","2017-08-25 10:20:00+00","DME","LED","Scheduled","321",NULL,NULL
196,"PG0404","2017-09-09 16:05:00+00","2017-09-09 17:00:00+00","DME","LED","Scheduled","321",NULL,NULL
197,"PG0405","2017-09-05 06:35:00+00","2017-09-05 07:30:00+00","DME","LED","Scheduled","321",NULL,NULL
198,"PG0404","2017-09-05 16:05:00+00","2017-09-05 17:00:00+00","DME","LED","Scheduled","321",NULL,NULL
199,"PG0403","2017-09-05 08:25:00+00","2017-09-05 09:20:00+00","DME","LED","Scheduled","321",NULL,NULL
200,"PG0402","2017-09-05 09:25:00+00","2017-09-05 10:20:00+00","DME","LED","Scheduled","321",NULL,NULL
201,"PG0405","2017-08-17 06:35:00+00","2017-08-17 07:30:00+00","DME","LED","Scheduled","321",NULL,NULL
202,"PG0404","2017-08-17 16:05:00+00","2017-08-17 17:00:00+00","DME","LED","Scheduled","321",NULL,NULL
203,"PG0403","2017-08-17 08:25:00+00","2017-08-17 09:20:00+00","DME","LED","Scheduled","321",NULL,NULL
204,"PG0402","2017-08-17 09:25:00+00","2017-08-17 10:20:00+00","DME","LED","Scheduled","321",NULL,NULL
205,"PG0402","2017-08-03 09:25:00+00","2017-08-03 10:20:00+00","DME","LED","Arrived","321","2017-08-03 09:29:00+00","2017-08-03 10:24:00+00"
206,"PG0403","2017-08-03 08:25:00+00","2017-08-03 09:20:00+00","DME","LED","Arrived","321","2017-08-03 08:28:00+00","2017-08-03 09:23:00+00"
207,"PG0404","2017-08-03 16:05:00+00","2017-08-03 17:00:00+00","DME","LED","Arrived","321","2017-08-03 16:10:00+00","2017-08-03 17:04:00+00"
208,"PG0405","2017-08-03 06:35:00+00","2017-08-03 07:30:00+00","DME","LED","Arrived","321","2017-08-03 06:37:00+00","2017-08-03 07:31:00+00"
209,"PG0405","2017-07-25 06:35:00+00","2017-07-25 07:30:00+00","DME","LED","Arrived","321","2017-07-25 06:43:00+00","2017-07-25 07:38:00+00"
210,"PG0405","2017-07-21 06:35:00+00","2017-07-21 07:30:00+00","DME","LED","Arrived","321","2017-07-21 06:39:00+00","2017-07-21 07:35:00+00"
211,"PG0404","2017-07-21 16:05:00+00","2017-07-21 17:00:00+00","DME","LED","Arrived","321","2017-07-21 16:07:00+00","2017-07-21 17:01:00+00"
212,"PG0403","2017-07-21 08:25:00+00","2017-07-21 09:20:00+00","DME","LED","Arrived","321","2017-07-21 08:28:00+00","2017-07-21 09:23:00+00"
213,"PG0402","2017-07-21 09:25:00+00","2017-07-21 10:20:00+00","DME","LED","Arrived","321","2017-07-21 09:29:00+00","2017-07-21 10:24:00+00"
214,"PG0404","2017-07-25 16:05:00+00","2017-07-25 17:00:00+00","DME","LED","Arrived","321","2017-07-25 16:10:00+00","2017-07-25 17:05:00+00"
215,"PG0405","2017-08-26 06:35:00+00","2017-08-26 07:30:00+00","DME","LED","Scheduled","321",NULL,NULL
216,"PG0404","2017-08-26 16:05:00+00","2017-08-26 17:00:00+00","DME","LED","Scheduled","321",NULL,NULL
217,"PG0403","2017-08-26 08:25:00+00","2017-08-26 09:20:00+00","DME","LED","Scheduled","321",NULL,NULL
218,"PG0402","2017-08-26 09:25:00+00","2017-08-26 10:20:00+00","DME","LED","Scheduled","321",NULL,NULL
219,"PG0403","2017-07-25 08:25:00+00","2017-07-25 09:20:00+00","DME","LED","Arrived","321","2017-07-25 08:29:00+00","2017-07-25 09:24:00+00"
220,"PG0402","2017-07-25 09:25:00+00","2017-07-25 10:20:00+00","DME","LED","Arrived","321","2017-07-25 09:28:00+00","2017-07-25 10:23:00+00"
221,"PG0402","2017-08-04 09:25:00+00","2017-08-04 10:20:00+00","DME","LED","Arrived","321","2017-08-04 09:29:00+00","2017-08-04 10:24:00+00"
222,"PG0403","2017-08-04 08:25:00+00","2017-08-04 09:20:00+00","DME","LED","Arrived","321","2017-08-04 08:29:00+00","2017-08-04 09:24:00+00"
223,"PG0404","2017-08-04 16:05:00+00","2017-08-04 17:00:00+00","DME","LED","Arrived","321","2017-08-04 16:06:00+00","2017-08-04 17:02:00+00"
224,"PG0405","2017-08-04 06:35:00+00","2017-08-04 07:30:00+00","DME","LED","Arrived","321","2017-08-04 06:37:00+00","2017-08-04 07:32:00+00"
225,"PG0402","2017-09-12 09:25:00+00","2017-09-12 10:20:00+00","DME","LED","Scheduled","321",NULL,NULL
226,"PG0403","2017-09-12 08:25:00+00","2017-09-12 09:20:00+00","DME","LED","Scheduled","321",NULL,NULL
227,"PG0404","2017-09-12 16:05:00+00","2017-09-12 17:00:00+00","DME","LED","Scheduled","321",NULL,NULL
228,"PG0405","2017-09-12 06:35:00+00","2017-09-12 07:30:00+00","DME","LED","Scheduled","321",NULL,NULL
229,"PG0405","2017-07-26 06:35:00+00","2017-07-26 07:30:00+00","DME","LED","Arrived","321","2017-07-26 06:35:00+00","2017-07-26 07:31:00+00"
230,"PG0402","2017-08-29 09:25:00+00","2017-08-29 10:20:00+00","DME","LED","Scheduled","321",NULL,NULL
231,"PG0403","2017-08-29 08:25:00+00","2017-08-29 09:20:00+00","DME","LED","Scheduled","321",NULL,NULL
232,"PG0404","2017-08-29 16:05:00+00","2017-08-29 17:00:00+00","DME","LED","Scheduled","321",NULL,NULL
233,"PG0405","2017-08-29 06:35:00+00","2017-08-29 07:30:00+00","DME","LED","Scheduled","321",NULL,NULL
234,"PG0403","2017-09-09 08:25:00+00","2017-09-09 09:20:00+00","DME","LED","Scheduled","321",NULL,NULL
235,"PG0405","2017-09-04 06:35:00+00","2017-09-04 07:30:00+00","DME","LED","Scheduled","321",NULL,NULL
236,"PG0404","2017-09-04 16:05:00+00","2017-09-04 17:00:00+00","DME","LED","Scheduled","321",NULL,NULL
237,"PG0403","2017-09-04 08:25:00+00","2017-09-04 09:20:00+00","DME","LED","Scheduled","321",NULL,NULL
238,"PG0402","2017-09-04 09:25:00+00","2017-09-04 10:20:00+00","DME","LED","Scheduled","321",NULL,NULL
239,"PG0405","2017-07-20 06:35:00+00","2017-07-20 07:30:00+00","DME","LED","Arrived","321","2017-07-20 06:38:00+00","2017-07-20 07:33:00+00"
240,"PG0404","2017-07-20 16:05:00+00","2017-07-20 17:00:00+00","DME","LED","Arrived","321","2017-07-20 16:10:00+00","2017-07-20 17:06:00+00"
241,"PG0403","2017-07-20 08:25:00+00","2017-07-20 09:20:00+00","DME","LED","Arrived","321","2017-07-20 08:25:00+00","2017-07-20 09:20:00+00"
242,"PG0402","2017-07-20 09:25:00+00","2017-07-20 10:20:00+00","DME","LED","Arrived","321","2017-07-20 09:26:00+00","2017-07-20 10:20:00+00"
243,"PG0402","2017-08-05 09:25:00+00","2017-08-05 10:20:00+00","DME","LED","Arrived","321","2017-08-05 09:26:00+00","2017-08-05 10:20:00+00"
244,"PG0403","2017-08-05 08:25:00+00","2017-08-05 09:20:00+00","DME","LED","Arrived","321","2017-08-05 08:33:00+00","2017-08-05 09:28:00+00"
245,"PG0222","2017-07-18 08:05:00+00","2017-07-18 11:30:00+00","DME","OVB","Arrived","773","2017-07-18 08:06:00+00","2017-07-18 11:32:00+00"
246,"PG0222","2017-09-05 08:05:00+00","2017-09-05 11:30:00+00","DME","OVB","Scheduled","773",NULL,NULL
247,"PG0222","2017-08-07 08:05:00+00","2017-08-07 11:30:00+00","DME","OVB","Arrived","773","2017-08-07 08:09:00+00","2017-08-07 11:35:00+00"
248,"PG0222","2017-09-08 08:05:00+00","2017-09-08 11:30:00+00","DME","OVB","Scheduled","773",NULL,NULL
249,"PG0222","2017-08-13 08:05:00+00","2017-08-13 11:30:00+00","DME","OVB","Arrived","773","2017-08-13 08:06:00+00","2017-08-13 11:32:00+00"
250,"PG0222","2017-08-02 08:05:00+00","2017-08-02 11:30:00+00","DME","OVB","Arrived","773","2017-08-02 08:09:00+00","2017-08-02 11:36:00+00"
251,"PG0222","2017-07-19 08:05:00+00","2017-07-19 11:30:00+00","DME","OVB","Arrived","773","2017-07-19 08:08:00+00","2017-07-19 11:32:00+00"
252,"PG0222","2017-09-04 08:05:00+00","2017-09-04 11:30:00+00","DME","OVB","Scheduled","773",NULL,NULL
253,"PG0222","2017-09-13 08:05:00+00","2017-09-13 11:30:00+00","DME","OVB","Scheduled","773",NULL,NULL
254,"PG0222","2017-09-12 08:05:00+00","2017-09-12 11:30:00+00","DME","OVB","Scheduled","773",NULL,NULL
255,"PG0222","2017-07-20 08:05:00+00","2017-07-20 11:30:00+00","DME","OVB","Arrived","773","2017-07-20 08:11:00+00","2017-07-20 11:34:00+00"
256,"PG0222","2017-08-27 08:05:00+00","2017-08-27 11:30:00+00","DME","OVB","Scheduled","773",NULL,NULL
257,"PG0222","2017-09-11 08:05:00+00","2017-09-11 11:30:00+00","DME","OVB","Scheduled","773",NULL,NULL
258,"PG0222","2017-07-23 08:05:00+00","2017-07-23 11:30:00+00","DME","OVB","Arrived","773","2017-07-23 08:09:00+00","2017-07-23 11:36:00+00"
259,"PG0222","2017-07-29 08:05:00+00","2017-07-29 11:30:00+00","DME","OVB","Arrived","773","2017-07-29 08:08:00+00","2017-07-29 11:37:00+00"
260,"PG0222","2017-08-17 08:05:00+00","2017-08-17 11:30:00+00","DME","OVB","Scheduled","773",NULL,NULL
261,"PG0222","2017-08-24 08:05:00+00","2017-08-24 11:30:00+00","DME","OVB","Scheduled","773",NULL,NULL
262,"PG0222","2017-09-14 08:05:00+00","2017-09-14 11:30:00+00","DME","OVB","Scheduled","773",NULL,NULL
263,"PG0222","2017-09-02 08:05:00+00","2017-09-02 11:30:00+00","DME","OVB","Scheduled","773",NULL,NULL
264,"PG0222","2017-09-03 08:05:00+00","2017-09-03 11:30:00+00","DME","OVB","Scheduled","773",NULL,NULL
265,"PG0222","2017-07-28 08:05:00+00","2017-07-28 11:30:00+00","DME","OVB","Arrived","773","2017-07-28 11:40:00+00","2017-07-28 15:02:00+00"
266,"PG0222","2017-07-22 08:05:00+00","2017-07-22 11:30:00+00","DME","OVB","Arrived","773","2017-07-22 08:05:00+00","2017-07-22 11:30:00+00"
267,"PG0222","2017-08-20 08:05:00+00","2017-08-20 11:30:00+00","DME","OVB","Scheduled","773",NULL,NULL
268,"PG0222","2017-08-05 08:05:00+00","2017-08-05 11:30:00+00","DME","OVB","Arrived","773","2017-08-05 08:06:00+00","2017-08-05 11:30:00+00"
269,"PG0222","2017-08-25 08:05:00+00","2017-08-25 11:30:00+00","DME","OVB","Scheduled","773",NULL,NULL
270,"PG0222","2017-08-22 08:05:00+00","2017-08-22 11:30:00+00","DME","OVB","Scheduled","773",NULL,NULL
271,"PG0222","2017-08-10 08:05:00+00","2017-08-10 11:30:00+00","DME","OVB","Arrived","773","2017-08-10 11:09:00+00","2017-08-10 14:34:00+00"
272,"PG0222","2017-07-26 08:05:00+00","2017-07-26 11:30:00+00","DME","OVB","Arrived","773","2017-07-26 08:10:00+00","2017-07-26 11:36:00+00"
273,"PG0222","2017-08-01 08:05:00+00","2017-08-01 11:30:00+00","DME","OVB","Arrived","773","2017-08-01 08:10:00+00","2017-08-01 11:37:00+00"
274,"PG0222","2017-08-28 08:05:00+00","2017-08-28 11:30:00+00","DME","OVB","Scheduled","773",NULL,NULL
275,"PG0222","2017-08-03 08:05:00+00","2017-08-03 11:30:00+00","DME","OVB","Arrived","773","2017-08-03 08:07:00+00","2017-08-03 11:29:00+00"
276,"PG0222","2017-08-08 08:05:00+00","2017-08-08 11:30:00+00","DME","OVB","Arrived","773","2017-08-08 08:12:00+00","2017-08-08 11:36:00+00"
277,"PG0222","2017-07-16 08:05:00+00","2017-07-16 11:30:00+00","DME","OVB","Arrived","773","2017-07-16 08:06:00+00","2017-07-16 11:31:00+00"
278,"PG0222","2017-07-21 08:05:00+00","2017-07-21 11:30:00+00","DME","OVB","Arrived","773","2017-07-21 08:07:00+00","2017-07-21 11:30:00+00"
279,"PG0222","2017-07-24 08:05:00+00","2017-07-24 11:30:00+00","DME","OVB","Arrived","773","2017-07-24 08:05:00+00","2017-07-24 11:31:00+00"
280,"PG0222","2017-09-09 08:05:00+00","2017-09-09 11:30:00+00","DME","OVB","Scheduled","773",NULL,NULL
281,"PG0222","2017-08-15 08:05:00+00","2017-08-15 11:30:00+00","DME","OVB","Arrived","773","2017-08-15 08:08:00+00","2017-08-15 11:34:00+00"
282,"PG0222","2017-07-30 08:05:00+00","2017-07-30 11:30:00+00","DME","OVB","Arrived","773","2017-07-30 08:07:00+00","2017-07-30 11:29:00+00"
283,"PG0222","2017-08-19 08:05:00+00","2017-08-19 11:30:00+00","DME","OVB","Scheduled","773",NULL,NULL
284,"PG0222","2017-08-21 08:05:00+00","2017-08-21 11:30:00+00","DME","OVB","Scheduled","773",NULL,NULL
285,"PG0222","2017-08-31 08:05:00+00","2017-08-31 11:30:00+00","DME","OVB","Scheduled","773",NULL,NULL
286,"PG0222","2017-08-04 08:05:00+00","2017-08-04 11:30:00+00","DME","OVB","Arrived","773","2017-08-04 08:08:00+00","2017-08-04 11:31:00+00"
287,"PG0222","2017-08-30 08:05:00+00","2017-08-30 11:30:00+00","DME","OVB","Scheduled","773",NULL,NULL
288,"PG0222","2017-07-17 08:05:00+00","2017-07-17 11:30:00+00","DME","OVB","Arrived","773","2017-07-17 08:10:00+00","2017-07-17 11:36:00+00"
289,"PG0222","2017-08-12 08:05:00+00","2017-08-12 11:30:00+00","DME","OVB","Arrived","773","2017-08-12 08:08:00+00","2017-08-12 11:36:00+00"
290,"PG0222","2017-08-23 08:05:00+00","2017-08-23 11:30:00+00","DME","OVB","Scheduled","773",NULL,NULL
291,"PG0222","2017-09-10 08:05:00+00","2017-09-10 11:30:00+00","DME","OVB","Scheduled","773",NULL,NULL
292,"PG0222","2017-08-11 08:05:00+00","2017-08-11 11:30:00+00","DME","OVB","Arrived","773","2017-08-11 08:05:00+00","2017-08-11 11:26:00+00"
293,"PG0222","2017-08-29 08:05:00+00","2017-08-29 11:30:00+00","DME","OVB","Scheduled","773",NULL,NULL
294,"PG0222","2017-08-18 08:05:00+00","2017-08-18 11:30:00+00","DME","OVB","Scheduled","773",NULL,NULL
295,"PG0222","2017-07-25 08:05:00+00","2017-07-25 11:30:00+00","DME","OVB","Arrived","773","2017-07-25 08:10:00+00","2017-07-25 11:36:00+00"
296,"PG0222","2017-09-06 08:05:00+00","2017-09-06 11:30:00+00","DME","OVB","Scheduled","773",NULL,NULL
297,"PG0222","2017-08-14 08:05:00+00","2017-08-14 11:30:00+00","DME","OVB","Arrived","773","2017-08-14 08:09:00+00","2017-08-14 11:37:00+00"
298,"PG0222","2017-08-06 08:05:00+00","2017-08-06 11:30:00+00","DME","OVB","Arrived","773","2017-08-06 08:08:00+00","2017-08-06 11:35:00+00"
299,"PG0222","2017-09-07 08:05:00+00","2017-09-07 11:30:00+00","DME","OVB","Scheduled","773",NULL,NULL
300,"PG0222","2017-08-26 08:05:00+00","2017-08-26 11:30:00+00","DME","OVB","Scheduled","773",NULL,NULL
301,"PG0222","2017-08-09 08:05:00+00","2017-08-09 11:30:00+00","DME","OVB","Arrived","773","2017-08-09 08:08:00+00","2017-08-09 11:31:00+00"
302,"PG0222","2017-07-27 08:05:00+00","2017-07-27 11:30:00+00","DME","OVB","Arrived","773","2017-07-27 08:07:00+00","2017-07-27 11:34:00+00"
303,"PG0222","2017-09-01 08:05:00+00","2017-09-01 11:30:00+00","DME","OVB","Scheduled","773",NULL,NULL
304,"PG0222","2017-08-16 08:05:00+00","2017-08-16 11:30:00+00","DME","OVB","On Time","773",NULL,NULL
305,"PG0222","2017-07-31 08:05:00+00","2017-07-31 11:30:00+00","DME","OVB","Arrived","773","2017-07-31 08:10:00+00","2017-07-31 11:36:00+00"
306,"PG0202","2017-08-12 07:40:00+00","2017-08-12 08:35:00+00","DME","KZN","Arrived","321","2017-08-12 07:43:00+00","2017-08-12 08:37:00+00"
307,"PG0202","2017-07-26 07:40:00+00","2017-07-26 08:35:00+00","DME","KZN","Arrived","321","2017-07-26 07:41:00+00","2017-07-26 08:36:00+00"
308,"PG0202","2017-07-27 07:40:00+00","2017-07-27 08:35:00+00","DME","KZN","Arrived","321","2017-07-27 07:43:00+00","2017-07-27 08:38:00+00"
309,"PG0202","2017-09-09 07:40:00+00","2017-09-09 08:35:00+00","DME","KZN","Scheduled","321",NULL,NULL
310,"PG0202","2017-08-21 07:40:00+00","2017-08-21 08:35:00+00","DME","KZN","Scheduled","321",NULL,NULL
311,"PG0202","2017-08-20 07:40:00+00","2017-08-20 08:35:00+00","DME","KZN","Scheduled","321",NULL,NULL
312,"PG0202","2017-07-28 07:40:00+00","2017-07-28 08:35:00+00","DME","KZN","Arrived","321","2017-07-28 07:46:00+00","2017-07-28 08:40:00+00"
313,"PG0202","2017-08-13 07:40:00+00","2017-08-13 08:35:00+00","DME","KZN","Arrived","321","2017-08-13 07:43:00+00","2017-08-13 08:38:00+00"
314,"PG0202","2017-09-10 07:40:00+00","2017-09-10 08:35:00+00","DME","KZN","Scheduled","321",NULL,NULL
315,"PG0202","2017-07-25 07:40:00+00","2017-07-25 08:35:00+00","DME","KZN","Arrived","321","2017-07-25 07:42:00+00","2017-07-25 08:37:00+00"
316,"PG0202","2017-09-08 07:40:00+00","2017-09-08 08:35:00+00","DME","KZN","Scheduled","321",NULL,NULL
317,"PG0202","2017-07-29 07:40:00+00","2017-07-29 08:35:00+00","DME","KZN","Arrived","321","2017-07-29 07:42:00+00","2017-07-29 08:38:00+00"
318,"PG0202","2017-08-28 07:40:00+00","2017-08-28 08:35:00+00","DME","KZN","Scheduled","321",NULL,NULL
319,"PG0202","2017-08-27 07:40:00+00","2017-08-27 08:35:00+00","DME","KZN","Scheduled","321",NULL,NULL
320,"PG0202","2017-07-24 07:40:00+00","2017-07-24 08:35:00+00","DME","KZN","Arrived","321","2017-07-24 07:43:00+00","2017-07-24 08:38:00+00"
321,"PG0202","2017-07-30 07:40:00+00","2017-07-30 08:35:00+00","DME","KZN","Arrived","321","2017-07-30 07:41:00+00","2017-07-30 08:36:00+00"
322,"PG0202","2017-08-19 07:40:00+00","2017-08-19 08:35:00+00","DME","KZN","Scheduled","321",NULL,NULL
323,"PG0202","2017-09-07 07:40:00+00","2017-09-07 08:35:00+00","DME","KZN","Scheduled","321",NULL,NULL
324,"PG0202","2017-07-31 07:40:00+00","2017-07-31 08:35:00+00","DME","KZN","Arrived","321","2017-07-31 11:25:00+00","2017-07-31 12:20:00+00"
325,"PG0202","2017-09-11 07:40:00+00","2017-09-11 08:35:00+00","DME","KZN","Scheduled","321",NULL,NULL
326,"PG0202","2017-07-23 07:40:00+00","2017-07-23 08:35:00+00","DME","KZN","Arrived","321","2017-07-23 07:42:00+00","2017-07-23 08:37:00+00"
327,"PG0202","2017-08-22 07:40:00+00","2017-08-22 08:35:00+00","DME","KZN","Scheduled","321",NULL,NULL
328,"PG0202","2017-08-01 07:40:00+00","2017-08-01 08:35:00+00","DME","KZN","Arrived","321","2017-08-01 07:43:00+00","2017-08-01 08:38:00+00"
329,"PG0202","2017-08-18 07:40:00+00","2017-08-18 08:35:00+00","DME","KZN","Scheduled","321",NULL,NULL
330,"PG0202","2017-09-06 07:40:00+00","2017-09-06 08:35:00+00","DME","KZN","Scheduled","321",NULL,NULL
331,"PG0202","2017-07-16 07:40:00+00","2017-07-16 08:35:00+00","DME","KZN","Arrived","321","2017-07-16 10:37:00+00","2017-07-16 11:32:00+00"
332,"PG0202","2017-08-02 07:40:00+00","2017-08-02 08:35:00+00","DME","KZN","Arrived","321","2017-08-02 07:43:00+00","2017-08-02 08:38:00+00"
333,"PG0202","2017-07-22 07:40:00+00","2017-07-22 08:35:00+00","DME","KZN","Arrived","321","2017-07-22 10:57:00+00","2017-07-22 11:51:00+00"
334,"PG0202","2017-08-29 07:40:00+00","2017-08-29 08:35:00+00","DME","KZN","Scheduled","321",NULL,NULL
335,"PG0202","2017-08-03 07:40:00+00","2017-08-03 08:35:00+00","DME","KZN","Arrived","321","2017-08-03 07:41:00+00","2017-08-03 08:36:00+00"
336,"PG0202","2017-09-12 07:40:00+00","2017-09-12 08:35:00+00","DME","KZN","Scheduled","321",NULL,NULL
337,"PG0202","2017-09-05 07:40:00+00","2017-09-05 08:35:00+00","DME","KZN","Scheduled","321",NULL,NULL
338,"PG0202","2017-08-17 07:40:00+00","2017-08-17 08:35:00+00","DME","KZN","Scheduled","321",NULL,NULL
339,"PG0202","2017-08-04 07:40:00+00","2017-08-04 08:35:00+00","DME","KZN","Arrived","321","2017-08-04 07:43:00+00","2017-08-04 08:37:00+00"
340,"PG0202","2017-07-21 07:40:00+00","2017-07-21 08:35:00+00","DME","KZN","Arrived","321","2017-07-21 07:44:00+00","2017-07-21 08:40:00+00"
341,"PG0202","2017-08-23 07:40:00+00","2017-08-23 08:35:00+00","DME","KZN","Scheduled","321",NULL,NULL
342,"PG0202","2017-08-05 07:40:00+00","2017-08-05 08:35:00+00","DME","KZN","Arrived","321","2017-08-05 07:43:00+00","2017-08-05 08:37:00+00"
343,"PG0202","2017-09-04 07:40:00+00","2017-09-04 08:35:00+00","DME","KZN","Scheduled","321",NULL,NULL
