"book_ref","book_date","total_amount"
"008C21","2017-07-02 11:05:00+00","116400.00"
"008C35","2017-08-13 15:16:00+00","14000.00"
"008CAC","2017-07-07 01:10:00+00","75300.00"
"008CB6","2017-07-10 01:10:00+00","39500.00"
"008D61","2017-07-10 17:38:00+00","115600.00"
"008D90","2017-08-04 17:02:00+00","122800.00"
"008DB1","2017-07-27 02:48:00+00","88600.00"
"008DC5","2017-07-10 12:42:00+00","32700.00"
"008E4E","2017-07-02 22:38:00+00","531300.00"
"008E62","2017-07-03 11:36:00+00","13400.00"
"008ED3","2017-07-13 05:09:00+00","46400.00"
"008F21","2017-08-03 03:32:00+00","40600.00"
"008F67","2017-08-07 09:15:00+00","52800.00"
"008FD0","2017-08-11 07:33:00+00","52900.00"
"008FD2","2017-07-14 01:22:00+00","37900.00"
"00903C","2017-07-04 08:38:00+00","22100.00"
"009063","2017-07-09 20:33:00+00","542300.00"
"009091","2017-07-16 08:48:00+00","46400.00"
"009099","2017-07-17 11:09:00+00","106200.00"
"0090A5","2017-07-11 02:14:00+00","167200.00"
"0090C4","2017-07-30 08:21:00+00","104800.00"
"0090CF","2017-07-22 01:33:00+00","86300.00"
"0090DA","2017-06-28 22:11:00+00","125400.00"
"0090FE","2017-07-14 06:34:00+00","25600.00"
"0091C5","2017-07-29 16:49:00+00","46000.00"
"009228","2017-08-01 21:12:00+00","6000.00"
"00923E","2017-07-28 14:57:00+00","48800.00"
"0092B6","2017-07-15 05:44:00+00","36200.00"
"00934F","2017-07-23 03:18:00+00","38800.00"
"00937F","2017-07-02 03:24:00+00","95600.00"
"0093B2","2017-07-29 00:16:00+00","20800.00"
"0093C5","2017-08-13 21:38:00+00","65900.00"
"0093E2","2017-07-30 23:58:00+00","32800.00"
"009431","2017-07-30 00:35:00+00","23200.00"
"009434","2017-08-13 08:42:00+00","41900.00"
"0094C4","2017-08-06 11:37:00+00","372500.00"
"00955F","2017-07-31 17:41:00+00","63200.00"
"0095A3","2017-08-11 22:01:00+00","132800.00"
"009612","2017-07-17 21:05:00+00","40800.00"
"009624","2017-07-17 20:09:00+00","131000.00"
"00967F","2017-07-24 19:36:00+00","123000.00"
"0096E3","2017-07-05 16:47:00+00","174900.00"
"009709","2017-07-25 02:51:00+00","155600.00"
"00970E","2017-08-15 04:59:00+00","395100.00"
"00970F","2017-07-15 15:16:00+00","56000.00"
"00973C","2017-08-06 07:16:00+00","147700.00"
"00975D","2017-08-01 10:30:00+00","58700.00"
"0097BD","2017-07-08 19:07:00+00","49500.00"
"009814","2017-07-21 02:45:00+00","139400.00"
"00982B","2017-07-15 07:45:00+00","146400.00"
"009852","2017-08-06 10:54:00+00","76600.00"
"009884","2017-07-06 03:26:00+00","44600.00"
"0098A2","2017-07-28 00:13:00+00","12700.00"
"0098BD","2017-08-13 08:26:00+00","32700.00"
"009954","2017-08-04 19:06:00+00","56000.00"
"0099A2","2017-07-18 05:02:00+00","26200.00"
"0099A9","2017-07-18 02:34:00+00","28800.00"
"009A5B","2017-08-05 13:21:00+00","35200.00"
"009A73","2017-07-25 06:29:00+00","139400.00"
"009AAD","2017-08-12 13:52:00+00","54500.00"
"009AB8","2017-07-23 09:05:00+00","75300.00"
"009AE0","2017-08-10 13:36:00+00","29400.00"
"009AE2","2017-07-14 01:49:00+00","61700.00"
"009B09","2017-07-08 19:54:00+00","135200.00"
"009BC1","2017-08-10 09:13:00+00","364600.00"
"009BEA","2017-08-12 12:42:00+00","52400.00"
"009C62","2017-07-02 08:39:00+00","74300.00"
"009C73","2017-08-08 19:03:00+00","24400.00"
"009C80","2017-07-11 05:01:00+00","79200.00"
"009C82","2017-07-29 00:45:00+00","6000.00"
"009CF6","2017-08-07 20:50:00+00","92000.00"
"009D9C","2017-07-01 23:44:00+00","22200.00"
"009DD6","2017-07-09 08:36:00+00","81600.00"
"009E4D","2017-06-29 16:44:00+00","117600.00"
"009EF9","2017-07-14 16:32:00+00","89100.00"
"009EFC","2017-07-11 02:29:00+00","28800.00"
"009FC6","2017-07-07 16:15:00+00","210000.00"
"009FD3","2017-08-14 04:15:00+00","10800.00"
"00A027","2017-07-07 16:53:00+00","64400.00"
"00A036","2017-07-14 14:14:00+00","64900.00"
"00A099","2017-08-10 12:26:00+00","39300.00"
"00A11C","2017-07-24 18:18:00+00","132800.00"
"00A164","2017-08-13 13:21:00+00","46300.00"
"00A165","2017-07-15 23:38:00+00","16400.00"
"00A179","2017-07-18 05:30:00+00","36200.00"
"00A210","2017-08-10 05:10:00+00","234200.00"
"00A251","2017-08-05 22:41:00+00","52700.00"
"00A27A","2017-07-13 17:39:00+00","23200.00"
"00A296","2017-07-04 16:03:00+00","111700.00"
"00A297","2017-07-25 01:25:00+00","24800.00"
"00A2B7","2017-07-11 20:58:00+00","265700.00"
"00A2B8","2017-07-06 07:23:00+00","40800.00"
"00A2BC","2017-08-01 23:40:00+00","66700.00"
"00A36E","2017-08-01 14:06:00+00","56000.00"
"00A39B","2017-06-30 16:00:00+00","99300.00"
"00A3C2","2017-08-04 05:20:00+00","80000.00"
"00A3E0","2017-07-12 05:45:00+00","49600.00"
"00A404","2017-07-11 06:35:00+00","96300.00"
"00A421","2017-07-28 23:21:00+00","67700.00"
"00A48B","2017-07-11 16:29:00+00","50000.00"
"00A48F","2017-07-01 14:40:00+00","62800.00"
"00A59D","2017-08-05 16:09:00+00","16400.00"
"00A5B1","2017-07-18 23:08:00+00","147100.00"
"00A614","2017-07-19 22:26:00+00","133200.00"
"00A672","2017-07-20 12:49:00+00","25600.00"
"00A676","2017-08-01 03:58:00+00","136200.00"
"00A69C","2017-08-08 13:15:00+00","137100.00"
"00A778","2017-08-09 03:48:00+00","99300.00"
"00A7BA","2017-07-28 22:22:00+00","130400.00"
"00A7CA","2017-08-08 09:05:00+00","64400.00"
"00A7FF","2017-07-13 13:38:00+00","23600.00"
"00A82C","2017-07-11 23:07:00+00","95600.00"
"00A85A","2017-07-25 11:49:00+00","303300.00"
"00A8C8","2017-07-29 21:03:00+00","31600.00"
"00A8F6","2017-07-09 17:31:00+00","90800.00"
"00A947","2017-07-20 22:32:00+00","24800.00"
"00A94E","2017-07-19 13:37:00+00","72300.00"
"00A95D","2017-08-06 22:33:00+00","369000.00"
"00A968","2017-07-15 01:15:00+00","50800.00"
"00A96B","2017-07-12 02:37:00+00","90100.00"
"00A970","2017-07-12 06:35:00+00","92600.00"
"00A9AF","2017-08-01 03:43:00+00","37900.00"
"00A9B6","2017-07-24 02:41:00+00","99200.00"
"00A9F5","2017-07-03 14:40:00+00","71100.00"
"00AAD8","2017-07-25 21:16:00+00","24600.00"
"00AB87","2017-07-21 06:05:00+00","258400.00"
"00ABC2","2017-08-07 14:31:00+00","46800.00"
"00ABE4","2017-07-06 18:28:00+00","76900.00"
"00ABE9","2017-07-16 08:42:00+00","67600.00"
"00AC32","2017-07-15 21:38:00+00","19600.00"
"00AC52","2017-07-19 00:27:00+00","15400.00"
"00AC6D","2017-07-06 20:01:00+00","58800.00"
"00AC94","2017-07-12 23:41:00+00","54500.00"
"00ACC1","2017-08-09 22:44:00+00","25200.00"
"00AD0A","2017-07-09 11:49:00+00","369000.00"
"00AD37","2017-07-13 16:12:00+00","47100.00"
"00AD72","2017-07-23 22:56:00+00","51300.00"
"00ADDF","2017-07-13 11:37:00+00","46400.00"
"00AE01","2017-07-20 02:02:00+00","18600.00"
"00AEA8","2017-07-29 21:16:00+00","40400.00"
"00AEE1","2017-08-12 19:27:00+00","81700.00"
"00AEE8","2017-08-14 05:14:00+00","110200.00"
"00AEFF","2017-07-30 01:39:00+00","36200.00"
"00AFED","2017-07-07 00:42:00+00","54500.00"
"00AFF6","2017-08-10 01:14:00+00","87800.00"
"00B094","2017-08-02 16:38:00+00","271100.00"
"00B09E","2017-07-03 12:35:00+00","66600.00"
"00B116","2017-08-12 03:31:00+00","58000.00"
"00B161","2017-07-23 19:05:00+00","33300.00"
"00B168","2017-07-07 22:05:00+00","7400.00"
"00B199","2017-07-26 11:21:00+00","59800.00"
"00B22C","2017-08-05 11:12:00+00","40000.00"
"00B241","2017-07-03 22:45:00+00","89600.00"
"00B2A0","2017-08-08 07:32:00+00","12000.00"
"00B2BC","2017-07-17 15:59:00+00","25900.00"
"00B2D0","2017-07-27 00:16:00+00","207200.00"
"00B2FC","2017-08-01 05:23:00+00","133100.00"
"00B2FD","2017-08-05 01:45:00+00","24400.00"
"00B31B","2017-08-15 10:06:00+00","46300.00"
"00B347","2017-08-13 08:01:00+00","6800.00"
"00B36C","2017-08-05 07:56:00+00","131600.00"
"00B3A3","2017-07-23 05:26:00+00","25600.00"
"00B3EA","2017-07-26 01:30:00+00","31400.00"
"00B407","2017-07-05 04:17:00+00","31000.00"
"00B44B","2017-07-23 01:22:00+00","114400.00"
"00B45B","2017-07-18 03:56:00+00","40800.00"
"00B49E","2017-07-12 15:58:00+00","9200.00"
"00B4B4","2017-07-22 13:29:00+00","21800.00"
"00B4BB","2017-07-16 06:38:00+00","265700.00"
"00B525","2017-07-07 19:45:00+00","187800.00"
"00B550","2017-07-17 12:33:00+00","8000.00"
"00B55B","2017-07-24 10:15:00+00","185300.00"
"00B5BC","2017-08-05 00:43:00+00","20400.00"
"00B61C","2017-07-15 18:10:00+00","79800.00"
"00B629","2017-07-09 15:40:00+00","14700.00"
"00B6FE","2017-07-16 02:35:00+00","28700.00"
"00B70C","2017-07-21 23:47:00+00","23200.00"
"00B74D","2017-07-28 16:46:00+00","58800.00"
"00B76F","2017-07-08 05:04:00+00","528000.00"
"00B798","2017-07-01 18:39:00+00","12400.00"
"00B7E6","2017-08-07 05:50:00+00","111600.00"
"00B811","2017-07-30 03:29:00+00","100000.00"
"00B8B9","2017-08-01 06:28:00+00","13400.00"
"00B920","2017-07-07 03:30:00+00","93900.00"
"00B99F","2017-07-10 02:16:00+00","126000.00"
"00B9A7","2017-07-11 18:35:00+00","26000.00"
"00B9BF","2017-08-01 21:22:00+00","179300.00"
"00BA65","2017-08-10 20:08:00+00","153300.00"
"00BAB4","2017-08-03 17:57:00+00","35800.00"
"00BACA","2017-07-26 19:35:00+00","30400.00"
"00BADF","2017-08-14 02:37:00+00","26700.00"
"00BAF7","2017-07-24 01:30:00+00","49400.00"
"00BB10","2017-07-03 05:56:00+00","38200.00"
"00BB3B","2017-07-21 11:13:00+00","57800.00"
"00BBC5","2017-07-05 04:11:00+00","50300.00"
"00BBCD","2017-08-04 23:06:00+00","75200.00"
"00BBF4","2017-07-24 04:27:00+00","21400.00"
"00BC4F","2017-07-28 12:30:00+00","33100.00"
"00BC7A","2017-07-27 06:44:00+00","111600.00"
"00BC84","2017-07-07 03:31:00+00","66600.00"
"00BC8A","2017-07-05 05:38:00+00","86500.00"
"00BCCA","2017-07-07 00:32:00+00","180000.00"
"00BCEC","2017-07-08 09:41:00+00","102100.00"
"00BDA8","2017-08-04 15:12:00+00","51600.00"
"00BDAD","2017-07-08 23:51:00+00","18000.00"
"00BDF1","2017-07-22 00:36:00+00","28800.00"
"00BDF3","2017-07-12 16:08:00+00","28800.00"
"00BE07","2017-07-12 20:32:00+00","115200.00"
"00BEEA","2017-07-28 06:57:00+00","92700.00"
"00BEEF","2017-07-04 18:18:00+00","258400.00"
"00BF0F","2017-07-21 02:39:00+00","32700.00"
"00BF4F","2017-07-01 02:33:00+00","113200.00"
"00BF87","2017-07-16 22:27:00+00","24400.00"
"00C024","2017-07-24 07:26:00+00","119500.00"
"00C04F","2017-07-04 07:05:00+00","35800.00"
"00C07E","2017-07-06 05:10:00+00","24400.00"
"00C097","2017-08-08 22:38:00+00","55800.00"
"00C0B6","2017-08-04 00:05:00+00","399600.00"
"00C11A","2017-07-03 05:19:00+00","369000.00"
"00C143","2017-08-05 03:17:00+00","25400.00"
"00C191","2017-07-06 12:11:00+00","39300.00"
"00C199","2017-07-18 13:32:00+00","14000.00"
"00C213","2017-08-03 16:22:00+00","94900.00"
"00C23F","2017-08-12 01:05:00+00","36000.00"
"00C242","2017-07-03 11:37:00+00","24700.00"
"00C252","2017-07-21 02:38:00+00","36200.00"
"00C278","2017-08-14 09:06:00+00","91600.00"
"00C2A5","2017-07-04 03:37:00+00","46200.00"
"00C2E1","2017-08-02 22:20:00+00","142400.00"
"00C34C","2017-07-27 18:03:00+00","23600.00"
"00C367","2017-07-16 19:22:00+00","38600.00"
"00C387","2017-08-10 14:01:00+00","24400.00"
"00C3B3","2017-08-14 20:07:00+00","22200.00"
"00C418","2017-07-10 12:24:00+00","39200.00"
"00C45C","2017-07-11 02:23:00+00","13800.00"
"00C4CA","2017-08-13 08:24:00+00","52000.00"
"00C4FE","2017-07-12 00:47:00+00","167400.00"
"00C57C","2017-08-04 14:30:00+00","149700.00"
"00C64D","2017-07-23 18:26:00+00","32200.00"
"00C679","2017-07-26 20:58:00+00","131600.00"
"00C68E","2017-08-13 05:00:00+00","56000.00"
"00C6E6","2017-08-04 13:11:00+00","56600.00"
"00C6F2","2017-07-04 08:33:00+00","25800.00"
"00C727","2017-07-09 06:00:00+00","45200.00"
"00C72E","2017-07-08 22:58:00+00","26000.00"
"00C738","2017-07-28 04:58:00+00","56000.00"
"00C758","2017-07-09 02:32:00+00","30200.00"
"00C759","2017-07-17 03:09:00+00","51600.00"
"00C7B1","2017-08-03 14:30:00+00","73900.00"
"00C7D5","2017-08-01 03:11:00+00","23800.00"
"00C811","2017-07-15 04:42:00+00","52900.00"
"00C812","2017-07-02 13:33:00+00","16400.00"
"00C82D","2017-07-04 03:38:00+00","23200.00"
"00C8B6","2017-08-09 06:45:00+00","78300.00"
"00C8E8","2017-08-07 17:57:00+00","254900.00"
"00C98E","2017-07-11 05:47:00+00","71300.00"
"00C9B6","2017-07-19 12:31:00+00","14000.00"
"00CA37","2017-08-14 12:30:00+00","40800.00"
"00CA80","2017-07-18 14:30:00+00","50000.00"
"00CA8B","2017-08-06 12:11:00+00","85000.00"
"00CABF","2017-08-13 21:33:00+00","193600.00"
"00CAC2","2017-07-07 16:50:00+00","19000.00"
"00CAF0","2017-07-01 18:46:00+00","114800.00"
"00CAF5","2017-07-24 19:25:00+00","36200.00"
"00CB6A","2017-08-05 22:04:00+00","283100.00"
"00CBA0","2017-08-14 10:37:00+00","13600.00"
"00CBE1","2017-07-07 08:54:00+00","76900.00"
"00CBE2","2017-07-28 04:50:00+00","135400.00"
"00CCAD","2017-08-07 22:38:00+00","11300.00"
"00CCBC","2017-07-15 00:06:00+00","64200.00"
"00CCC6","2017-08-10 04:43:00+00","155600.00"
"00CCC9","2017-07-04 15:15:00+00","59600.00"
"00CD91","2017-08-14 18:57:00+00","63600.00"
"00CD94","2017-07-30 20:15:00+00","186900.00"
"00CDD3","2017-08-06 23:43:00+00","49600.00"
"00CDD6","2017-07-09 07:00:00+00","40400.00"
"00CDFE","2017-08-06 10:43:00+00","129200.00"
"00CE1C","2017-07-16 06:22:00+00","6300.00"
"00CE91","2017-07-27 18:59:00+00","27300.00"
"00CEA1","2017-08-04 03:14:00+00","112200.00"
"00CEAE","2017-07-05 03:11:00+00","70700.00"
"00CEB5","2017-07-20 15:22:00+00","109800.00"
"00CF04","2017-08-14 01:14:00+00","13000.00"
"00CF0D","2017-08-09 14:11:00+00","172400.00"
"00CF2F","2017-06-29 07:21:00+00","112600.00"
"00CF38","2017-07-01 01:23:00+00","26700.00"
"00D00E","2017-07-06 10:36:00+00","58800.00"
"00D03D","2017-08-10 22:40:00+00","40000.00"
"00D07B","2017-07-16 15:57:00+00","25400.00"
"00D09C","2017-08-11 00:59:00+00","23600.00"
"00D0A0","2017-08-02 05:57:00+00","594500.00"
"00D0D4","2017-07-13 01:46:00+00","19600.00"
"00D138","2017-08-01 22:54:00+00","70500.00"
"00D1B1","2017-07-15 21:07:00+00","116400.00"
"00D1D2","2017-07-07 05:32:00+00","16400.00"
"00D1F7","2017-08-05 19:41:00+00","31600.00"
"00D1F9","2017-08-12 11:57:00+00","145000.00"
"00D240","2017-07-11 16:58:00+00","99600.00"
"00D2C8","2017-07-18 13:17:00+00","131600.00"
"00D2FF","2017-07-30 21:15:00+00","75600.00"
"00D309","2017-08-11 10:33:00+00","143600.00"
"00D367","2017-08-05 21:05:00+00","6700.00"
"00D380","2017-07-09 06:07:00+00","73600.00"
"00D396","2017-08-02 12:16:00+00","65900.00"
"00D413","2017-07-10 06:12:00+00","22000.00"
"00D4A6","2017-08-15 14:11:00+00","54000.00"
"00D4A9","2017-08-13 23:48:00+00","54800.00"
"00D514","2017-07-27 07:16:00+00","37200.00"
"00D573","2017-07-15 15:20:00+00","45200.00"
"00D59D","2017-08-14 20:48:00+00","69100.00"
"00D5AD","2017-07-10 08:28:00+00","6300.00"
"00D5B8","2017-07-20 06:54:00+00","37600.00"
"00D5DA","2017-07-03 19:48:00+00","103100.00"
"00D643","2017-08-13 07:15:00+00","16000.00"
"00D64E","2017-07-22 11:35:00+00","51300.00"
"00D697","2017-07-29 10:50:00+00","114600.00"
"00D75A","2017-07-16 20:21:00+00","20200.00"
"00D766","2017-07-31 11:26:00+00","36800.00"
"00D77C","2017-08-13 06:37:00+00","91500.00"
"00D7EE","2017-08-15 10:22:00+00","33800.00"
"00D837","2017-07-29 02:38:00+00","79900.00"
"00D85D","2017-07-15 01:47:00+00","81200.00"
"00D882","2017-07-12 00:59:00+00","59800.00"
"00D8D3","2017-07-02 09:04:00+00","67600.00"
"00D916","2017-07-30 13:41:00+00","28800.00"
"00D92E","2017-08-13 01:19:00+00","46200.00"
"00D96A","2017-07-13 19:13:00+00","45100.00"
"00D984","2017-08-02 23:25:00+00","28000.00"
"00D9EF","2017-07-29 05:01:00+00","65100.00"
"00DA58","2017-08-10 16:15:00+00","40800.00"
"00DA63","2017-08-01 07:19:00+00","12600.00"
"00DAE4","2017-08-06 09:17:00+00","24000.00"
"00DAED","2017-08-04 09:21:00+00","67600.00"
"00DB59","2017-07-31 13:29:00+00","56600.00"
"00DBC4","2017-08-03 05:09:00+00","12000.00"
"00DC18","2017-07-14 16:04:00+00","133200.00"
"00DC51","2017-07-26 09:29:00+00","387300.00"
"00DC56","2017-07-14 01:48:00+00","80900.00"
"00DC6F","2017-08-15 09:40:00+00","54500.00"
"00DC87","2017-08-14 11:44:00+00","42800.00"
"00DC94","2017-08-08 11:22:00+00","179300.00"
"00DCB8","2017-08-14 10:25:00+00","54500.00"
"00DCE0","2017-07-10 07:05:00+00","325500.00"
"00DD00","2017-08-15 09:16:00+00","26800.00"
"00DD63","2017-06-30 11:16:00+00","100600.00"
"00DD74","2017-08-03 07:04:00+00","58000.00"
"00DD78","2017-07-17 02:44:00+00","193700.00"
"00DDDA","2017-08-11 20:44:00+00","67100.00"
"00DDEA","2017-08-09 06:19:00+00","22000.00"
"00DDEE","2017-07-24 17:17:00+00","20200.00"
"00DE40","2017-08-05 11:35:00+00","97000.00"
"00DE63","2017-07-30 18:28:00+00","68900.00"
"00DE87","2017-07-25 03:16:00+00","62700.00"
"00DEF1","2017-07-30 17:21:00+00","21800.00"
"00DF13","2017-07-03 03:28:00+00","66600.00"
"00DF7A","2017-07-29 02:35:00+00","16400.00"
"00E028","2017-08-13 08:49:00+00","12800.00"
"00E059","2017-08-06 08:45:00+00","258400.00"
"00E0B1","2017-07-28 19:45:00+00","118200.00"
"00E0B4","2017-07-26 16:32:00+00","46000.00"
"00E0BE","2017-07-04 04:42:00+00","76800.00"
"00E11A","2017-07-07 19:19:00+00","285100.00"
"00E132","2017-07-25 18:29:00+00","201200.00"
"00E195","2017-07-24 00:19:00+00","30400.00"
"00E198","2017-07-29 07:58:00+00","135400.00"
"00E22A","2017-07-17 09:20:00+00","113200.00"
"00E22F","2017-07-13 12:38:00+00","93400.00"
"00E24D","2017-07-25 13:13:00+00","79900.00"
"00E28A","2017-07-16 19:29:00+00","40000.00"
"00E2A4","2017-06-30 06:04:00+00","532800.00"
"00E303","2017-08-15 03:18:00+00","87200.00"
"00E313","2017-07-29 16:04:00+00","49400.00"
"00E3A1","2017-08-14 02:15:00+00","58400.00"
"00E3D6","2017-07-29 22:22:00+00","43900.00"
"00E3E5","2017-07-22 18:04:00+00","369000.00"
"00E404","2017-07-29 01:44:00+00","26200.00"
"00E411","2017-08-14 15:08:00+00","160100.00"
"00E413","2017-08-14 20:04:00+00","27200.00"
"00E444","2017-07-04 04:12:00+00","145500.00"
"00E49F","2017-08-02 13:56:00+00","60400.00"
"00E4FD","2017-07-08 16:33:00+00","118900.00"
"00E551","2017-08-03 10:53:00+00","120600.00"
"00E566","2017-07-16 18:28:00+00","91500.00"
"00E56B","2017-08-12 07:32:00+00","124200.00"
"00E576","2017-07-14 01:33:00+00","135600.00"
"00E592","2017-08-07 01:13:00+00","8600.00"
"00E597","2017-08-08 08:38:00+00","68600.00"
"00E5DC","2017-07-31 19:18:00+00","58200.00"
"00E5E8","2017-07-10 02:06:00+00","13400.00"
"00E603","2017-08-11 08:42:00+00","6000.00"
"00E648","2017-07-11 16:30:00+00","92800.00"
"00E6CC","2017-07-14 16:06:00+00","73300.00"
"00E6D8","2017-07-17 12:08:00+00","44000.00"
"00E71B","2017-08-01 19:20:00+00","75600.00"
"00E725","2017-07-10 04:47:00+00","139400.00"
"00E730","2017-08-01 08:54:00+00","31400.00"
"00E743","2017-08-12 12:22:00+00","260900.00"
"00E758","2017-07-03 22:00:00+00","62800.00"
"00E821","2017-07-19 02:23:00+00","147700.00"
"00E84F","2017-07-01 16:18:00+00","58700.00"
"00E867","2017-07-18 00:43:00+00","138100.00"
"00E885","2017-07-24 06:20:00+00","232500.00"
"00E8AA","2017-07-17 07:56:00+00","42800.00"
"00E8BF","2017-07-12 23:01:00+00","58800.00"
"00E8D6","2017-07-26 14:30:00+00","44800.00"
"00E9AB","2017-07-01 07:12:00+00","7200.00"
"00E9D2","2017-07-08 05:51:00+00","101200.00"
"00E9D6","2017-07-30 10:10:00+00","32200.00"
"00E9DC","2017-08-03 02:09:00+00","38400.00"
"00EA00","2017-07-19 00:34:00+00","75200.00"
"00EAC4","2017-07-30 20:15:00+00","23400.00"
"00EAD0","2017-07-29 18:52:00+00","103800.00"
"00EB0D","2017-07-02 15:06:00+00","23200.00"
"00EB47","2017-07-18 00:33:00+00","246000.00"
"00EB66","2017-07-22 02:40:00+00","265700.00"
"00EBC0","2017-08-12 08:55:00+00","125200.00"
"00EC31","2017-07-14 06:26:00+00","248500.00"
"00EC69","2017-07-16 19:35:00+00","28000.00"
"00EC8D","2017-08-10 02:29:00+00","102700.00"
"00EC9F","2017-07-10 03:09:00+00","91500.00"
"00ECAB","2017-07-30 19:16:00+00","75300.00"
"00ED25","2017-08-01 18:17:00+00","24400.00"
"00ED3C","2017-07-02 08:51:00+00","43400.00"
"00ED7A","2017-08-09 14:50:00+00","26000.00"
"00EDF4","2017-08-08 15:33:00+00","20200.00"
"00EE1A","2017-07-28 05:22:00+00","62600.00"
"00EE44","2017-07-07 14:07:00+00","269700.00"
"00EE52","2017-08-13 21:11:00+00","42800.00"
"00EE6E","2017-08-15 09:28:00+00","336200.00"
"00EE9F","2017-07-30 19:54:00+00","26000.00"
"00EF4D","2017-07-26 07:05:00+00","40400.00"
"00EF5F","2017-08-01 01:39:00+00","75600.00"
"00EF72","2017-07-07 20:02:00+00","369000.00"
"00EF8A","2017-07-26 09:00:00+00","112000.00"
"00EF8D","2017-07-09 14:08:00+00","23200.00"
"00EFCC","2017-07-08 15:12:00+00","30000.00"
"00EFE2","2017-08-13 16:25:00+00","138500.00"
"00EFFB","2017-07-11 05:28:00+00","50800.00"
"00F023","2017-07-12 23:05:00+00","59800.00"
"00F03D","2017-06-29 19:12:00+00","19600.00"
