"ticket_no","flight_id","boarding_no","seat_no"
"0005435907419",32920,6,"13E"
"0005435907420",32920,7,"15F"
"0005433194817",32920,8,"19F"
"0005432195657",13777,1,"2D"
"0005432195655",13777,2,"3C"
"0005435937312",13777,3,"5A"
"0005435937307",13777,4,"5D"
"0005435937313",13777,5,"18B"
"0005435937310",13777,6,"18D"
"0005435937306",13777,7,"19A"
"0005432195656",13777,8,"19B"
"0005435937308",13777,9,"19D"
"0005435937309",13777,10,"20A"
"0005435937305",13777,11,"21A"
"0005435937311",13777,12,"22A"
"0005435310836",20272,1,"1F"
"0005435310855",20272,2,"2A"
"0005435310841",20272,3,"2C"
"0005435310846",20272,4,"3C"
"0005435310848",20272,5,"3D"
"0005435310840",20272,6,"4F"
"0005435310854",20272,7,"6D"
"0005432058315",20272,8,"7E"
"0005435310851",20272,9,"8D"
"0005435310849",20272,10,"9A"
"0005435310847",20272,11,"9C"
"0005432058313",20272,12,"11F"
"0005435310844",20272,13,"12E"
"0005435310842",20272,14,"14D"
"0005435310839",20272,15,"14F"
"0005435310845",20272,16,"15E"
"0005435310852",20272,17,"15F"
"0005435310838",20272,18,"16D"
"0005435310837",20272,19,"16F"
"0005435310853",20272,20,"17E"
"0005435310843",20272,21,"17F"
"0005435310850",20272,22,"18F"
"0005432058314",20272,23,"19A"
"0005432058312",20272,24,"20F"
"0005434406641",26958,1,"1A"
"0005432153814",26958,2,"1C"
"0005434406650",26958,3,"1D"
"0005434406669",26958,4,"2C"
"0005434406689",26958,5,"2D"
"0005434406685",26958,6,"2F"
"0005434406643",26958,7,"3A"
"0005434406668",26958,8,"3C"
"0005434406665",26958,9,"3D"
"0005434406695",26958,10,"3F"
"0005432153813",26958,11,"4C"
"0005434406651",26958,12,"4E"
"0005434406654",26958,13,"4F"
"0005434406642",26958,14,"5A"
"0005434406683",26958,15,"5C"
"0005432153815",26958,16,"5D"
"0005434406649",26958,17,"5E"
"0005434406646",26958,18,"6A"
"0005434406701",26958,19,"6C"
"0005432153817",26958,20,"6F"
"0005434406678",26958,21,"7A"
"0005434406690",26958,22,"7D"
"0005434406667",26958,23,"7E"
"0005434406658",26958,24,"7F"
"0005434406679",26958,25,"8A"
"0005434406674",26958,26,"8C"
"0005434406639",26958,27,"8F"
"0005434406673",26958,28,"9A"
"0005434406691",26958,29,"9C"
"0005434406700",26958,30,"9E"
"0005434406656",26958,31,"10A"
"0005434406692",26958,32,"10F"
"0005434406681",26958,33,"11A"
"0005434406666",26958,34,"11C"
"0005434406640",26958,35,"11D"
"0005434406682",26958,36,"11E"
"0005434406670",26958,37,"11F"
"0005434406661",26958,38,"12C"
"0005434406698",26958,39,"12D"
"0005434406662",26958,40,"12E"
"0005434406676",26958,41,"12F"
"0005434406696",26958,42,"13A"
"0005434406653",26958,43,"13D"
"0005434406652",26958,44,"13E"
"0005434406687",26958,45,"14D"
"0005434406677",26958,46,"14F"
"0005434406645",26958,47,"15C"
"0005434406680",26958,48,"15D"
"0005434406693",26958,49,"15E"
"0005434406644",26958,50,"15F"
"0005432153819",26958,51,"16A"
"0005434406659",26958,52,"16C"
"0005434406664",26958,53,"16D"
"0005434406660",26958,54,"16E"
"0005434406655",26958,55,"16F"
"0005434406657",26958,56,"17A"
"0005434406699",26958,57,"17C"
"0005434406671",26958,58,"17D"
"0005434406675",26958,59,"17F"
"0005434406647",26958,60,"18C"
"0005434406686",26958,61,"18D"
"0005434406684",26958,62,"18E"
"0005434406663",26958,63,"18F"
"0005434406697",26958,64,"19A"
"0005434406648",26958,65,"19C"
"0005432153818",26958,66,"19D"
"0005434406672",26958,67,"20C"
"0005432153816",26958,68,"20D"
"0005434406694",26958,69,"20E"
"0005434406688",26958,70,"20F"
"0005434319150",5671,1,"2D"
"0005434319142",5671,2,"4F"
"0005434319149",5671,3,"6F"
"0005434311182",5671,4,"7F"
"0005432109655",5671,5,"8D"
"0005432109656",5671,6,"10E"
"0005434319144",5671,7,"10F"
"0005434319148",5671,8,"11F"
"0005434319143",5671,9,"12C"
"0005434319141",5671,10,"13E"
"0005434319147",5671,11,"14F"
"0005434319145",5671,12,"16D"
"0005434311181",5671,13,"16E"
"0005434319146",5671,14,"18E"
"0005433123577",15695,1,"2C"
"0005433123582",15695,2,"2F"
"0005433123571",15695,3,"4A"
"0005433123580",15695,4,"4C"
"0005433123578",15695,5,"6C"
"0005433123566",15695,6,"7C"
"0005433123573",15695,7,"8C"
"0005433123574",15695,8,"11C"
"0005433123586",15695,9,"11D"
"0005433123587",15695,10,"11E"
"0005433123569",15695,11,"12C"
"0005433123568",15695,12,"12D"
"0005433123575",15695,13,"13A"
"0005433123584",15695,14,"13F"
"0005433123567",15695,15,"14A"
"0005433123565",15695,16,"15A"
"0005433123570",15695,17,"15C"
"0005433123585",15695,18,"15E"
"0005433123583",15695,19,"16A"
"0005433123579",15695,20,"17F"
"0005433123572",15695,21,"18F"
"0005433123581",15695,22,"20E"
"0005433123576",15695,23,"20F"
"0005435219165",31748,1,"3C"
"0005435220283",31748,2,"21D"
"0005435220284",31748,3,"22D"
"0005434484235",9001,1,"2B"
"0005434484231",9001,2,"4B"
"0005434484237",9001,3,"4D"
"0005434484234",9001,4,"6B"
"0005434484236",9001,5,"6C"
"0005434484232",9001,6,"18B"
"0005434484233",9001,7,"21B"
"0005434189075",16620,1,"4B"
"0005434189079",16620,2,"6A"
"0005434189076",16620,3,"20C"
"0005434189077",16620,4,"20D"
"0005434189078",16620,5,"21A"
"0005434189080",16620,6,"22B"
"0005433123582",7571,1,"1C"
"0005433123572",7571,2,"2F"
"0005433123565",7571,3,"3C"
"0005433123574",7571,4,"4A"
"0005433123570",7571,5,"4C"
"0005433123583",7571,6,"4F"
"0005433123581",7571,7,"5F"
"0005433123573",7571,8,"7F"
"0005433123580",7571,9,"8D"
"0005433123566",7571,10,"10C"
"0005433123576",7571,11,"11E"
"0005433123567",7571,12,"13D"
"0005433123584",7571,13,"14D"
"0005433123586",7571,14,"15D"
"0005433123587",7571,15,"16A"
"0005433123579",7571,16,"17A"
"0005433123585",7571,17,"17D"
"0005433123578",7571,18,"17F"
"0005433123577",7571,19,"19C"
"0005433123575",7571,20,"19E"
"0005433123569",7571,21,"19F"
"0005433123568",7571,22,"20A"
"0005433123571",7571,23,"20D"
"0005432720450",7572,1,"1C"
"0005432692555",7572,2,"1D"
"0005432692532",7572,3,"1F"
"0005432720453",7572,4,"2A"
"0005432720446",7572,5,"2C"
"0005432692535",7572,6,"2F"
"0005432720452",7572,7,"3D"
"0005433449584",7572,8,"3F"
"0005432720442",7572,9,"4A"
"0005432720448",7572,10,"4C"
"0005432720447",7572,11,"4D"
"0005432720455",7572,12,"4E"
"0005433449583",7572,13,"4F"
"0005432720435",7572,14,"5A"
"0005432692528",7572,15,"5C"
"0005432692539",7572,16,"5D"
"0005432720433",7572,17,"5E"
"0005432692547",7572,18,"5F"
"0005432720444",7572,19,"6A"
"0005432692527",7572,20,"6C"
"0005433449590",7572,21,"6D"
"0005432692536",7572,22,"6E"
"0005433449604",7572,23,"6F"
"0005432720445",7572,24,"7A"
"0005432692552",7572,25,"7C"
"0005432692542",7572,26,"7D"
"0005432692545",7572,27,"7E"
"0005432720440",7572,28,"7F"
"0005433449595",7572,29,"8A"
"0005432720429",7572,30,"8C"
"0005432720454",7572,31,"8D"
"0005432692534",7572,32,"8E"
"0005432692529",7572,33,"8F"
"0005432692541",7572,34,"9A"
"0005432071520",7572,35,"9C"
"0005432720451",7572,36,"9D"
"0005433449588",7572,37,"9E"
"0005433449601",7572,38,"9F"
"0005432720430",7572,39,"10A"
"0005432720437",7572,40,"10C"
"0005432720439",7572,41,"10D"
"0005432071522",7572,42,"10F"
"0005433449593",7572,43,"11A"
"0005433449586",7572,44,"11C"
"0005432692543",7572,45,"11D"
"0005432720436",7572,46,"11E"
"0005432720449",7572,47,"11F"
"0005432720434",7572,48,"12A"
"0005433449592",7572,49,"12C"
"0005432692549",7572,50,"12D"
"0005432692557",7572,51,"12E"
"0005433449599",7572,52,"13A"
"0005433449591",7572,53,"13C"
"0005432692553",7572,54,"13D"
"0005432720443",7572,55,"13E"
"0005432071521",7572,56,"13F"
"0005432720428",7572,57,"14A"
"0005432692537",7572,58,"14C"
"0005432720438",7572,59,"14E"
"0005432692551",7572,60,"15D"
"0005432692540",7572,61,"15C"
"0005433449597",7572,62,"15E"
"0005432692546",7572,63,"15F"
"0005432692530",7572,64,"16A"
"0005432692554",7572,65,"16C"
"0005432692550",7572,66,"16D"
"0005433449598",7572,67,"16E"
"0005432720432",7572,68,"16F"
"0005432692533",7572,69,"17A"
"0005432692548",7572,70,"17C"
"0005432692531",7572,71,"17D"
"0005433449603",7572,72,"17E"
"0005432692556",7572,73,"17F"
"0005433449600",7572,74,"18A"
"0005433449587",7572,75,"18C"
"0005432692558",7572,76,"18D"
"0005433449602",7572,77,"18F"
"0005433449596",7572,78,"18E"
"0005433449589",7572,79,"19A"
"0005433449605",7572,80,"19C"
"0005433449594",7572,81,"19D"
"0005432692544",7572,82,"19E"
"0005432720441",7572,83,"20A"
"0005432720431",7572,84,"20C"
"0005433449585",7572,85,"20E"
"0005432692538",7572,86,"20F"
"0005433722106",30450,1,"2C"
"0005433722105",30450,2,"4E"
"0005433722104",30450,3,"9D"
"0005433722102",30450,4,"12E"
"0005433722103",30450,5,"15F"
"0005434586172",1368,1,"1A"
"0005434513533",1368,2,"1C"
"0005434586169",1368,3,"2A"
"0005434586179",1368,4,"2D"
"0005434586161",1368,5,"2F"
"0005433524846",1368,6,"3A"
"0005434514921",1368,7,"3C"
"0005433524850",1368,8,"3F"
"0005432270954",1368,9,"4C"
"0005434586160",1368,10,"4D"
"0005433524855",1368,11,"4E"
"0005434586164",1368,12,"5A"
"0005434586171",1368,13,"5E"
"0005432270955",1368,14,"6A"
"0005434586165",1368,15,"6F"
"0005434586162",1368,16,"7A"
"0005434586158",1368,17,"7C"
"0005433524853",1368,18,"7D"
"0005434586177",1368,19,"7E"
"0005434586176",1368,20,"7F"
"0005434586163",1368,21,"8D"
"0005433524851",1368,22,"9F"
"0005432270956",1368,23,"10D"
"0005433524852",1368,24,"10E"
"0005434586181",1368,25,"11A"
"0005434586159",1368,26,"11E"
"0005433524854",1368,27,"11F"
"0005433724726",1368,28,"12A"
"0005433524849",1368,29,"12C"
"0005434586173",1368,30,"12E"
"0005433724727",1368,31,"13A"
"0005434586174",1368,32,"13D"
"0005434513534",1368,33,"14C"
"0005434586182",1368,34,"14F"
"0005434586180",1368,35,"15A"
"0005433724724",1368,36,"15D"
"0005434586157",1368,37,"16C"
"0005434514922",1368,38,"16D"
"0005434586170",1368,39,"16E"
"0005434586167",1368,40,"16F"
"0005434586166",1368,41,"17C"
"0005434586168",1368,42,"17D"
"0005433724725",1368,43,"17E"
"0005434513535",1368,44,"18C"
"0005434586178",1368,45,"19C"
"0005433524848",1368,46,"19F"
"0005434586175",1368,47,"20C"
"0005433524847",1368,48,"20D"
"0005434514923",1368,49,"20E"
"0005433192815",18514,1,"4A"
"0005433192818",18514,2,"7D"
"0005433192812",18514,3,"9E"
"0005433192814",18514,4,"9F"
"0005433192813",18514,5,"10A"
"0005433192816",18514,6,"10C"
"0005433192817",18514,7,"11C"
"0005433192809",18514,8,"12E"
"0005433192810",18514,9,"18D"
"0005433192821",18514,10,"19A"
"0005433192811",18514,11,"19D"
"0005433192820",18514,12,"20C"
"0005433192819",18514,13,"20E"
"0005434142542",11429,1,"5A"
"0005434142541",11429,2,"7D"
"0005434142540",11429,3,"20D"
"0005434142543",11429,4,"21B"
"0005435304095",29766,1,"7C"
"0005435304096",29766,2,"7D"
"0005435304092",29766,3,"18D"
"0005435304094",29766,4,"19C"
"0005435304093",29766,5,"20A"
"0005435304989",29766,6,"23A"
"0005435824155",1287,1,"1F"
"0005435824160",1287,2,"2C"
"0005435824158",1287,3,"4A"
"0005435824164",1287,4,"5C"
"0005435824154",1287,5,"6E"
"0005435824172",1287,6,"7B"
"0005435824173",1287,7,"6F"
"0005435824151",1287,8,"8B"
"0005435824161",1287,9,"8A"
"0005435824169",1287,10,"8E"
"0005435824177",1287,11,"9F"
"0005435824178",1287,12,"9E"
"0005435824156",1287,13,"10B"
"0005435824175",1287,14,"10D"
"0005432284506",1287,15,"11A"
"0005435824170",1287,16,"11B"
"0005435824167",1287,17,"12C"
"0005435824171",1287,18,"12E"
"0005435824162",1287,19,"13A"
"0005435824174",1287,20,"13F"
"0005435824163",1287,21,"14C"
"0005432284505",1287,22,"16A"
"0005435824157",1287,23,"16C"
"0005435824153",1287,24,"16D"
"0005435824165",1287,25,"16E"
"0005432284508",1287,26,"17B"
"0005435824168",1287,27,"18D"
"0005432284507",1287,28,"19B"
"0005435824166",1287,29,"19D"
"0005435824176",1287,30,"20A"
"0005435824159",1287,31,"19E"
"0005435824152",1287,32,"20B"
"0005433415388",17980,1,"4A"
"0005433415381",17980,2,"5C"
"0005433415385",17980,3,"6F"
"0005433415389",17980,4,"7B"
"0005433415384",17980,5,"9D"
"0005433415391",17980,6,"9C"
"0005433415380",17980,7,"12E"
"0005433415383",17980,8,"13A"
"0005433415390",17980,9,"14E"
"0005433415378",17980,10,"15B"
"0005433415379",17980,11,"16D"
"0005433415386",17980,12,"17A"
"0005433415392",17980,13,"18A"
"0005433415382",17980,14,"18C"
"0005433415393",17980,15,"20E"
"0005433415387",17980,16,"21A"
"0005432143931",5615,1,"1A"
"0005432782863",5615,2,"1D"
"0005432782838",5615,3,"1F"
"0005432782841",5615,4,"2A"
"0005432782840",5615,5,"2F"
"0005432782847",5615,6,"3A"
"0005432782887",5615,7,"3C"
"0005432782888",5615,8,"4C"
"0005432782870",5615,9,"4D"
"0005432782872",5615,10,"4E"
"0005432143932",5615,11,"5A"
"0005432782850",5615,12,"5C"
"0005432782849",5615,13,"5F"
"0005432782889",5615,14,"6A"
"0005432782871",5615,15,"6C"
"0005432782857",5615,16,"6D"
"0005432782873",5615,17,"7A"
"0005432782877",5615,18,"7C"
"0005432782858",5615,19,"7D"
"0005432782854",5615,20,"7F"
"0005432782892",5615,21,"8D"
"0005432782864",5615,22,"8F"
"0005432782851",5615,23,"9A"
"0005432782848",5615,24,"9D"
"0005432782891",5615,25,"9E"
"0005432782860",5615,26,"9F"
"0005432782861",5615,27,"10A"
"0005432782880",5615,28,"10C"
"0005432782882",5615,29,"10E"
"0005432782853",5615,30,"10F"
"0005432782839",5615,31,"11E"
"0005432782881",5615,32,"11F"
"0005432782883",5615,33,"12A"
"0005432782842",5615,34,"12C"
"0005432782879",5615,35,"12D"
"0005432782876",5615,36,"12E"
"0005432782869",5615,37,"13A"
"0005432782859",5615,38,"13C"
"0005432782867",5615,39,"13D"
"0005432782855",5615,40,"14A"
"0005432782845",5615,41,"14E"
"0005432782884",5615,42,"15C"
"0005432782886",5615,43,"16A"
"0005432782874",5615,44,"16E"
"0005432782846",5615,45,"17C"
"0005432143930",5615,46,"17F"
"0005432782878",5615,47,"18A"
"0005432782843",5615,48,"18C"
"0005432143929",5615,49,"18F"
"0005432782865",5615,50,"19A"
"0005432782890",5615,51,"19C"
"0005432782856",5615,52,"19D"
"0005432782875",5615,53,"19E"
"0005432782862",5615,54,"19F"
"0005432782868",5615,55,"20A"
"0005432782885",5615,56,"20C"
"0005432782852",5615,57,"20D"
"0005432782844",5615,58,"20E"
"0005432782866",5615,59,"20F"
"0005435476637",15345,1,"1C"
"0005435476646",15345,2,"4C"
"0005435476647",15345,3,"4D"
"0005435476640",15345,4,"5A"
"0005435476634",15345,5,"5D"
"0005435476636",15345,6,"6F"
"0005435476643",15345,7,"8A"
"0005435476645",15345,8,"12F"
"0005435476635",15345,9,"14A"
"0005435476641",15345,10,"14E"
"0005435476639",15345,11,"15C"
"0005435476642",15345,12,"16F"
"0005435476638",15345,13,"18D"
"0005435476648",15345,14,"20A"
"0005435476644",15345,15,"20F"
"0005432848055",4384,1,"1B"
"0005432848056",4384,2,"2C"
"0005434462753",4384,3,"2D"
"0005432848057",4384,4,"3C"
"0005432848064",4384,5,"3D"
"0005432848059",4384,6,"4B"
"0005432848066",4384,7,"5A"
"0005432848062",4384,8,"5D"
"0005432848067",4384,9,"7C"
"0005434463892",4384,10,"7D"
"0005434463891",4384,11,"18D"
"0005432848060",4384,12,"19C"
"0005432848061",4384,13,"20C"
"0005432848070",4384,14,"21A"
"0005432848068",4384,15,"21C"
"0005432848058",4384,16,"22A"
"0005432848065",4384,17,"22B"
"0005434462752",4384,18,"22C"
"0005432848069",4384,19,"23A"
"0005432848063",4384,20,"23B"
"0005435850752",28883,1,"1B"
"0005435850751",28883,2,"2C"
"0005435850756",28883,3,"4D"
"0005435850750",28883,4,"5B"
"0005435850754",28883,5,"18C"
"0005435850755",28883,6,"19A"
"0005435850753",28883,7,"21C"
"0005435850757",28883,8,"22B"
"0005433496438",6253,1,"1A"
"0005433496444",6253,2,"1D"
"0005433496449",6253,3,"1F"
"0005434443432",6253,4,"2A"
"0005434925249",6253,5,"2C"
"0005433496435",6253,6,"2F"
"0005433496432",6253,7,"3C"
"0005434443436",6253,8,"3F"
"0005433496431",6253,9,"4A"
"0005434925247",6253,10,"4C"
"0005434925256",6253,11,"4E"
"0005434925264",6253,12,"4D"
"0005434443433",6253,13,"5C"
"0005434925254",6253,14,"5D"
"0005434443427",6253,15,"5E"
"0005434925265",6253,16,"5F"
"0005434443424",6253,17,"6D"
"0005433496436",6253,18,"6E"
"0005434925250",6253,19,"6F"
"0005434925263",6253,20,"7C"
"0005434925269",6253,21,"7D"
"0005434925255",6253,22,"7F"
"0005433496430",6253,23,"7E"
"0005434925266",6253,24,"8D"
"0005433496418",6253,25,"8E"
"0005434443434",6253,26,"8F"
"0005432075169",6253,27,"9A"
"0005433496447",6253,28,"9C"
"0005434443438",6253,29,"9D"
"0005433496433",6253,30,"9F"
"0005434925270",6253,31,"10C"
"0005433496420",6253,32,"10E"
"0005434925258",6253,33,"10F"
"0005433496445",6253,34,"11A"
"0005434925248",6253,35,"11C"
"0005433496422",6253,36,"11D"
"0005434443439",6253,37,"11F"
"0005434925268",6253,38,"12A"
"0005433496421",6253,39,"12C"
"0005434925251",6253,40,"12D"
"0005434925271",6253,41,"12E"
"0005433496428",6253,42,"12F"
"0005433496425",6253,43,"13A"
"0005433496434",6253,44,"13C"
"0005434925253",6253,45,"13D"
"0005434925260",6253,46,"13E"
"0005433496429",6253,47,"13F"
"0005433496427",6253,48,"14A"
"0005432075170",6253,49,"14C"
"0005434443425",6253,50,"14D"
"0005433496424",6253,51,"14E"
"0005434443435",6253,52,"14F"
"0005434925259",6253,53,"15A"
"0005433496423",6253,54,"15C"
"0005434443429",6253,55,"15D"
"0005434443428",6253,56,"16D"
"0005434443426",6253,57,"16E"
"0005433496442",6253,58,"16F"
"0005433496441",6253,59,"17A"
"0005434443431",6253,60,"17C"
"0005434925261",6253,61,"17D"
"0005434925257",6253,62,"17E"
"0005433496440",6253,63,"17F"
"0005433496446",6253,64,"18A"
"0005433496426",6253,65,"18D"
"0005432075171",6253,66,"18E"
"0005433496437",6253,67,"18F"
"0005434925272",6253,68,"19A"
"0005434925252",6253,69,"19C"
"0005433496439",6253,70,"19D"
"0005433496419",6253,71,"19E"
"0005434925262",6253,72,"19F"
"0005434443437",6253,73,"20A"
"0005433496443",6253,74,"20C"
"0005434925267",6253,75,"20D"
"0005433496448",6253,76,"20E"
"0005434443430",6253,77,"20F"
"0005435242399",12211,1,"1A"
"0005435242390",12211,2,"3C"
"0005435242389",12211,3,"3D"
"0005435242409",12211,4,"3F"
"0005435242393",12211,5,"5C"
"0005435242400",12211,6,"5D"
"0005435242403",12211,7,"7C"
"0005435242404",12211,8,"7F"
"0005435242394",12211,9,"9C"
"0005435242401",12211,10,"9D"
"0005435242414",12211,11,"9E"
"0005435242413",12211,12,"9F"
"0005435242396",12211,13,"11C"
"0005435242410",12211,14,"11E"
"0005435242411",12211,15,"11F"
"0005435242398",12211,16,"12A"
"0005435242407",12211,17,"13A"
"0005435242391",12211,18,"13C"
"0005435242395",12211,19,"14F"
"0005435242388",12211,20,"15A"
"0005435242408",12211,21,"15C"
"0005435242392",12211,22,"15E"
"0005435242405",12211,23,"16C"
"0005435242402",12211,24,"16D"
"0005435242412",12211,25,"16E"
"0005435242406",12211,26,"17A"
"0005435242387",12211,27,"17C"
"0005435242415",12211,28,"19C"
"0005435242397",12211,29,"20C"
"0005435913849",10095,1,"5D"
"0005434910069",10095,2,"6E"
"0005434910068",10095,3,"15C"
"0005434910070",10095,4,"16D"
"0005435913850",10095,5,"18D"
"0005434876590",14602,1,"1C"
"0005434876598",14602,2,"1A"
"0005434876624",14602,3,"1D"
"0005434876582",14602,4,"2C"
"0005434876616",14602,5,"2A"
"0005434876615",14602,6,"2D"
"0005434876569",14602,7,"3A"
"0005434876638",14602,8,"3D"
"0005434876620",14602,9,"3C"
"0005434876608",14602,10,"4A"
"0005434876636",14602,11,"3F"
"0005434876555",14602,12,"4D"
"0005434876601",14602,13,"4C"
"0005434876617",14602,14,"4F"
"0005434876593",14602,15,"5C"
"0005434876610",14602,16,"5F"
"0005434876564",14602,17,"5D"
"0005434876629",14602,18,"6A"
"0005434876650",14602,19,"6C"
"0005434876648",14602,20,"6F"
"0005434876621",14602,21,"6E"
"0005434876574",14602,22,"6D"
"0005434876618",14602,23,"7A"
"0005434876641",14602,24,"7C"
"0005434876579",14602,25,"7B"
"0005434876565",14602,26,"7D"
"0005434876635",14602,27,"7F"
"0005434758853",14602,28,"7E"
"0005434876557",14602,29,"8B"
"0005434876600",14602,30,"8D"
"0005434876558",14602,31,"8C"
"0005434876611",14602,32,"8F"
"0005434876563",14602,33,"9B"
"0005434876570",14602,34,"9A"
"0005434876637",14602,35,"9C"
"0005434876583",14602,36,"9E"
"0005434876639",14602,37,"9D"
"0005434876573",14602,38,"10B"
"0005434876612",14602,39,"10A"
"0005434876595",14602,40,"9F"
"0005434876626",14602,41,"10C"
